Band,Album,Genres,Score
Lecherous Gaze,One Fifteen Review,,2.0
In Thousand Lakes,Age of Decay Review,Melodic Death Metal,2.0
Thera Roya,Stone and Skin Review,"Post-Metal, Sludge Metal",2.0
Dool,"Here Now, There Then Review","Doom Metal, Hard Rock",2.0
Primal Attack,Heartless Oppressor Review,"Groove Metal, Melodic Death Metal, Thrash Metal",2.0
The Brood,The Truth Behind Review,,2.0
IC Rex,Tulen Jumalat Review,Black Metal,2.0
Tome of the Unreplenished,Cosmoprism: The Theurgy – Act 1 Review,Black Metal,2.0
Diablerie,The Catalyst vol. 1: Control Review,Industrial Metal,2.0
Fall of Carthage,The Longed-For Reckoning Review,"Groove Metal, Nu Metal, Rap Metal",2.0
Fight the Fight,Fight the Fight Review,Metalcore,2.0
Sepultura,Machine Messiah Review,Heavy Metal,2.0
Infernal Angels,Ars Goetia Review,"Black Metal, Death Metal, Melodic Black Metal",2.0
Uniform,Wake in Fright Review,"Industrial Metal, Noise, Thrash Metal",2.0
Ignis Gehenna,Baleful Scarlet Star Review,"Black Metal, Death Metal, Doom Metal, Melodic Metal",2.0
Lord Vigo,Blackborne Souls Review,Doom Metal,2.0
Slamophiliac,Perihelion Review,"Death Metal, Slam",2.0
Omnizide,NekroRegime Review,"Black Metal, Death Metal",2.0
Insulters,Metal Still Means Danger Review,"Black Metal, Thrash Metal",2.0
The DRX,Throughout Within Review,Progressive Rock,2.0
Rudra,Enemy of Duality Review,"Black Metal, Death Metal",2.0
Sacrificio,Guerra Eterna Review,Black Metal,2.0
Bornholm,Primaeval Pantheons Review,"Black Metal, Melodic Black Metal",2.0
Terra,Mors Secunda Review,Black Metal,2.0
Liber Null,I – The Serpent Review,Black Metal,2.0
Mortualia,"Wild, Wild Misery Review","Black Metal, Doom Metal, Drone",2.0
Hornss,Telepath Review,"Doom Metal, Stoner Rock",2.0
Corona Skies,Fragments of Reality Review,"Hard Rock, Pop Metal, Power Metal, Rock",2.0
In Flames,Battles Review,Melodic Death Metal,2.0
Hemina,Venus Review,"Power Metal, Progressive Metal",2.0
Shark Infested Daughters,"These Tides, Our Tombs Review","Melodic Death Metal, Metalcore",2.0
T.O.M.B.,Fury Nocturnus Review,"Black Metal, Industrial Metal",2.0
Nathaniel Shannon and the Vanishing Twin,Trespasses Review,Not Metal,2.0
Zaum,Eidolon Review,"Doom Metal, Stoner Rock",2.0
Prevail,War Will Reign Review,Death Metal,2.0
Sons of Balaur,Tenebris Deos Review,"Black Metal, Melodic Black Metal",2.0
Tortorum,Rotten. Dead. Forgotten. Review,Black Metal,2.0
Freya,Grim Review,"Metalcore, Sludge Metal",2.0
Swampcult,The Festival Review,"Black Metal, Doom Metal",2.0
Deathcult,Beasts of Faith Review,,2.0
The Holeum,Negative Abyss Review,Post-Metal,2.0
Hryre,From Mortality to Infinity Review,"Black Metal, Folk Metal",2.0
Witchskull,The Vast Electric Dark Review,"Doom Metal, Heavy Metal",2.0
Allegaeon,Proponent for Sentience Review,Melodic Death Metal,2.0
Pain,Coming Home Review,"Heavy Metal, Industrial Metal",2.0
Steve Grimmett’s Grim Reaper,Walking in the Shadows Review,Heavy Metal,2.0
Ancient,Back to the Land of the Dead Review,Black Metal,2.0
Tardive Dyskinesia,Harmonic Confusion Review,"Djent, Post-Metal, Progressive Metal",2.0
Oddland,Origin Review,"Djent, Progressive Metal",2.0
Colosso,Obnoxious Review,Death Metal,2.0
F.A.M.,Human Cargo Review,Death Metal,2.0
Twilight Fauna,Fire of the Spirit Review,"Black Metal, Folk Metal",2.0
Unbegotten,Proem of the Unborn Review,Black Metal,2.0
While Sun Ends,Terminus Review,"Death Metal, Djent, Progressive Metal",2.0
Spire,Entropy Review,"Ambient Metal, Black Metal",2.0
Pestifere,Hope Misery Death Review,"Black Metal, Melodic Black Metal, Melodic Death Metal",2.0
Summit,The Winds That Forestall Thy Return Review,"Ambient Metal, Post-Metal, Progressive Metal, Sludge",2.0
Defiled,Towards Inevitable Ruin Review,Technical Death Metal,2.0
The Browning,Isolation Review,"Deathcore, Electronica, Metalcore",2.0
Airbag,Disconnected Review,Progressive Metal,2.0
Wayfarer,Old Souls Review,"Black Metal, Post-Metal",2.0
Deceptionist,Initializing Irreversible Process,"Death Metal, Technical Death Metal",2.0
Vuolla,Blood. Stone. Sun. Down. Review,"Death Metal, Doom Metal, Melodic Metal",2.0
Enthean,Priests of Annihilation Review,"Black Metal, Melodic Black Metal, Melodic Death Metal",2.0
Coffin Dust,Everything Is Dead Review,Death Metal,2.0
Darkend,The Canticle of Shadows Review,Black Metal,2.0
Boudain,Way of the Hoof Review,"Doom Metal, Stoner Metal",2.0
Alkerdeel,Lede Review,Black Metal,2.0
Necrot,The Labyrinth Review,Death Metal,2.0
Geryon,The Wound and the Bow Review,Death Metal,2.0
Izegrim,The Ferryman’s End Review,"Death Metal, Melodic Death Metal, Thrash Metal",2.0
Atrocious Abnormality,Formed in Disgust,"Death Metal, Slam",2.0
Protector,Cursed and Coronated Review,"Death Metal, Thrash Metal",2.0
Headspace,All that You Fear Is Gone Review,"Progressive Metal, Progressive Rock",2.0
Foul Body Autopsy,Perpetuated by Greed EP Review,"Death Metal, Melodic Death Metal",2.0
Rotting Christ,Rituals Review,Black Metal,2.0
Amoth,Revenge Review,"Progressive Metal, Thrash Metal",2.0
Flummox,Selcouth Review,"Doom Metal, Stoner Rock",2.0
Bombs of Hades,Death Mask Replica Review,"Crust Punk, Death Metal",2.0
Fall,The Insatiable Weakness Review,Melodic Death Metal,2.0
Ketzer,Starless Review,"Black Metal, Heavy Metal",2.0
Seer,Vol. 1 & 2 Review,"Doom Metal, Sludge Metal, Stoner Metal",2.0
Naðra,Allir Vegir Til Glötunar Review,Black Metal,2.0
Gravewürm,Doomed to Eternity Review,"Black Metal, Thrash Metal",2.0
Bode Preto,Mystic Massacre Review,Thrash Metal,2.0
Rex Shachath,Revocation of the Blood Elect EP Review,Death Metal,2.0
Ektomorf,Aggressor Review,"Groove Metal, Hardcore",2.0
Sacrificium Carmen,Ikuisen Tulen Kammiossa Review,Black Metal,2.0
RAM,Svbversvm Review,,2.0
Pathologic Noise,Gore Aberration Review,Death Metal,2.0
Bastard Grave,What Lies Beyond Review,Death Metal,2.0
So Hideous,Laurestine Review,"Ambient Metal, Black Metal, Post-Metal, Shoegaze",2.0
Corpspazm,Corpspazm Review,"Black Metal, Crust Punk",2.0
Fractal Generator,Apotheosynthesis Review,"Death Metal, Progressive Metal",2.0
Hanging Garden,Blackout Whiteout Review,Doom Metal,2.0
Trivium,Silence in the Snow Review,Metalcore,2.0
Mantric,Sin Review,Progressive Metal,2.0
Sloth.,Slow as Shit Review,"Doom Metal, Stoner Rock",2.0
Pyramids on Mars,Echo Cosmic Review,Progressive Metal,2.0
Diemonds,Never Wanna Die Review,"Hard Rock, Not Metal",2.0
Soilwork,The Ride Majestic Review,Melodic Death Metal,2.0
Bonehunter,Evil Triumphs Again Review,Thrash Metal,2.0
Enabler,Fail to Feel Safe Review,"Hardcore, Metalcore",2.0
Funeste,Le Triomphe du Charnier Review,Black Metal,2.0
Stormhammer,Echoes of a Lost Paradise Review,Power Metal,2.0
Pissgrave,Suicide Euphoria Review,Death Metal,2.0
Powerwolf,Blessed & Possessed Review,"Power Metal, Speed Metal, Symphonic Metal",2.0
Black Space Riders,Refugeeum Review,Progressive Rock,2.0
Prowler,From the Shadows Review,Heavy Metal,2.0
Defect Designer,Ageing Accelerator Review,Technical Death Metal,2.0
Graveworm,Ascending Hate Review,"Black Metal, Melodic Death Metal, Symphonic Metal",2.0
Valdur,Pathetic Scum Review,"Black Metal, Death Metal",2.0
Dew-Scented,Intermination Review,Thrash Metal,2.0
Nekromanteion,Cosmic Horrors EP Review,"Black Metal, Death Metal",2.0
Virgin Steele,Nocturnes of Hellfire and Damnation Review,Heavy Metal,2.0
Mefitic,Woes of Mortal Devotion Review,Death Metal,2.0
Ered,Night of Eternal Doom Review,"Black Metal, Thrash Metal",2.0
Paradise Lost,The Plague Within Review,"Death Metal, Doom Metal",2.0
Öxxö Xööx,Nämïdäë Review,Doom Metal,2.0
Faith No More,Sol Invictus Review,,2.0
Six Feet Under,Crypt of the Devil Review,"Death Metal, Heavy Metal",2.0
Kult of Taurus,Adversarial Paths: The Sinister Essence Review,Black Metal,2.0
Radioactive Vomit,Ratsflesh Review,Black Metal,2.0
Spectral Darkwave,Last First Contact Review,"Doom Metal, Melodic Death Metal",2.0
Prong,Songs From The Black Hole Review,,2.0
Occult 45,Human Abhorrence Review,Sludge,2.0
Dehuman,Graveyard of Eden Review,Death Metal,2.0
Pandemia,At the Gates of Nihilism,Death Metal,2.0
The Sanity Days,Evil Beyond Belief Review,Heavy Metal,2.0
Below the Sun,Envoy Review,"Experimental Metal, Post-Metal",2.0
Torche,Restarter Review,"Sludge Metal, Stoner Rock",2.0
Wells Valley,Matter As Regent Review,"Post-Metal, Sludge Metal",2.0
Callisto,Secret Youth Review,"Post-Metal, Progressive Rock",2.0
Cóndor,Duin Review,"Death Metal, Doom Metal",2.0
Periphery,Juggernaut Review,"Djent, Progressive Metal",2.0
Alpha Tiger,iDentity Review,"Heavy Metal, Power Metal",2.0
Slug Lord,Transmutation Review,"Doom Metal, Funeral Doom, Sludge Metal",2.0
Shredhead,Death is Righteous Review,"Groove Metal, Thrash Metal",2.0
Taake,Stridens Hus Review,Black Metal,2.0
Scapes,One: Unseen: One Review,Doom Metal,2.0
Estate,Fantasia Review,"Glam Metal, Power Metal",2.0
Bhleg,Draumr Ást Review,Black Metal,2.0
Distance,I Review,"Melodic Death Metal, Metalcore, Progressive Metal",2.0
Kult Ofenzivy,Nauky ruznic Review,Black Metal,2.0
Anguish,Mountain Review,Doom Metal,2.0
Horrified,Descent into Putridity Review,Death Metal,2.0
Encoffination,III-Hear Me O’ Death (Sing Thou Wretched Choirs) Review,"Death Metal, Doom Metal",2.0
Bloodshot Dawn,Demons Review,"Death Metal, Melodic Death Metal",2.0
Burn The Army,The Tide to Sink the Summit EP Review,"Mathcore, Metalcore",2.0
Quartered,Eyes And Ears Review,"Alternative Metal, Progressive Metal",2.0
Rings of Saturn,Lugal Ki En Review,"Death Metal, Deathcore, Technical Death Metal",2.0
Vanir,The Glorious Dead Review,"Death Metal, Folk Metal, Viking Metal",2.0
Reverorum ib Malacht,De Mysteriis Dom Christi Review,Black Metal,2.0
Snailking,Storm Review,Doom Metal,2.0
Sorxe,Surrounded By Shadows Review,"Post-Metal, Sludge",2.0
Dark Fortress,Venereal Dawn Review,"Black Metal, Blackened Death Metal, Progressive Metal",2.0
Godsmack,1000hp Review,Heavy Metal,2.0
Ronny Munroe,Electric Wake Review,Heavy Metal,2.0
Trap Them,Blissfucker Review,"Crust Punk, Death Metal, Grind",2.0
Den Saakaldte,Kapittel II: Faen i Helvete Review,"Black Metal, Thrash Metal",2.0
Plain Ride,Skeleton Kites Review,,2.0
Planet Rain,The Fundamental Principles Review,Melodic Death Metal,2.0
Landskap,I Review,Doom Metal,2.0
Aurvandil,Thrones Review,Black Metal,2.0
Iron Savior,Rise of the Hero Review,"Heavy Metal, Power Metal",2.0
Profezia,Oracolo Suicida Review,Black Metal,2.0
Adrenaline Mob,Men of Honor Review,Heavy Metal,2.0
Within Temptation,Hydra Review,Gothic Metal,2.0
Sunn O))) & Ulver,Terrestrials Review,"Avant-Garde, Drone",2.0
Red Dragon Cartel,Red Dragon Cartel Review,,2.0
Warfather,Orchestrating the Apocalypse Review,,2.0
Graveborne,Through the Window of the Night Review,Black Metal,2.0
Alcest,Shelter Review,Black Metal,2.0
Thrall,Aokigahara Jukai Review,Black Metal,2.0
Circle,Incarnation Review,Death Metal,2.0
Tad Morose,Revenant Review,Heavy Metal,2.0
Coven 13,Destiny of the Gods Review,,2.0
Ihsahn,Das Seelenbrechen Review,Progressive Metal,2.0
Sepultura,The Mediator Between The Head And The Hands Must Be The Heart Review,,2.0
Gehenna,Unravel Review,Black Metal,2.0
Satyricon,Satyricon Review,Black Metal,2.0
Windhand,Soma Review,"Doom Metal, Stoner Metal",2.0
Lingua Mortis Orchestra,LMO Review,Power Metal,2.0
Front Beast,Demon Ways of Sorcery Review,Black Metal,2.0
Trouble,The Distortion Field Review,"Doom Metal, Stoner Rock",2.0
Pest,The Crowning Horror Review,Black Metal,2.0
Tormented,Death Awaits Review,Death Metal,2.0
Sodom,Epitome of Torture Review,Thrash Metal,2.0
Ghost,Infestissumam Review,Heavy Metal,2.0
FKÜ,4 – Rise of the Mosh Mongers Review,,2.0
Moss,Horrible Night Review,"Doom Metal, Sludge Metal, Stoner Metal",2.0
Aeternus,…and the Seventh His Soul Detesteth Review,"Black Metal, Death Metal",2.0
Exarsis,The Brutal State Review,,2.0
Soilwork,The Living Infinite Review,,2.0
Stonewall Noise Orchestra,Salvation Review,,2.0
Circle II Circle,Seasons Will Fall Review,Heavy Metal,2.0
Flotsam & Jetsam,Ugly Noise Review,"Heavy Metal, Thrash Metal",2.0
Amenra,Mass V Review,Sludge,2.0
Bloodbound,In the Name of Metal Review,Heavy Metal,2.0
Antropomorphia,Evangelivm Nekromantia Review,Death Metal,2.0
Rex Shachath,Sepulchral Torment Review,Death Metal,2.0
Heretic,A Time of Crisis Review,Heavy Metal,2.0
Baroness,Yellow & Green Review,Sludge,2.0
Tankard,A Girl Called Cerveza Review,Thrash Metal,2.0
Nile,At the Gate of Sethu Review,,2.0
The Agonist,Prisoners Review,Metalcore,2.0
Sonata Arctica,Stones Grow Her Name Review,,2.0
HeXen,Being and Nothingness Review,"Progressive Metal, Thrash Metal",2.0
Six Feet Under,Undead Review,Death Metal,2.0
Occultation,Three & Seven Review,"Doom Metal, Gothic Metal, Progressive Metal",2.0
Man.Machine.Industry,"Lean Back, Relax and Watch the World Burn Review","Heavy Metal, Industrial Metal",2.0
Adrenaline Mob,Omerta,"Hard Rock, Heavy Metal",2.0
Nothnegal,Decadence Review,"Death Metal, Melodic Death Metal",2.0
Vise Massacre,Expendable Humans Review,"Hardcore, Thrash Metal",2.0
Devil,Time to Repent Review,"Doom Metal, Heavy Metal",2.0
Pestilence,Doctrine Review,"Death Metal, Progressive Metal",2.0
Dibbukim,Az a Foygl un a Goylem Tantsn Review,"Folk Metal, Heavy Metal",2.0
Syn Ze Şase Tri,Între două lumi Review,Black Metal,2.0
Artillery,My Blood Review,Thrash Metal,2.0
Mercenary,Metamorphosis Review,"Melodic Death Metal, Metalcore",2.0
Cavalera Conspiracy,Blunt Force Trauma Review,"Groove Metal, Thrash Metal",2.0
Subrosa,No Help for the Mighty Ones Review,Sludge,2.0
Strident,Oath (From Chaos to Glory) Review,"Heavy Metal, Power Metal",2.0
Tankard,Vol(l)ume 14 Review,Thrash Metal,2.0
Artas,Riotology Review,"Melodic Death Metal, Metalcore",2.0
Battlelore,Doombound Review,"Death Metal, Folk Metal, Heavy Metal, Power Metal",2.0
Shadowgarden,Ashen Review,Gothic Metal,2.0
InTensity,Times Review,"Progressive Metal, Progressive Rock",2.0
Equilibrium,Rekreatur Review,"Folk Metal, Melodic Death Metal, Power Metal",2.0
Circle of Dead Children,Psalms of the Grand Destroyer Review,Grind,2.0
Annihilator,Annihilator Review,Thrash Metal,2.0
Diabulus in Musica,Secrets Review,"Death Metal, Gothic Metal",2.0
Helfahrt,Drifa Review,Folk Metal,2.0
Ruined Soul,My Dying Day Review,Death Metal,2.0
Those Who Lie Beneath,An Awakening Review,"Death Metal, Deathcore",2.0
Votum,Metafiction Review,,2.0
Poisonblack,Of Rust and Bones Review,,2.0
Ov Hell,The Underworld Regime Review,Black Metal,2.0
Mnemic,Sons of the System Review,Eurocore,2.0
Marionette,Enemies Review,"Deathcore, Metalcore",2.0
Evergreen Terrace,Almost Home Review,"Hardcore, Metalcore",2.0
Stratovarius,Polaris,Power Metal,2.0
Signs of the Swarm,To Rid Myself of Truth Review,"Deathcore, Djent",1.5
Mouth of Madness,Event Horizon Review,"Black Metal, Death Metal",1.5
Affliction Vector,Contra Hominem Review,Black Metal,1.5
Haitón del Guarataro,Pombero Review,"Black Metal, Doom Metal, Stoner Metal",1.5
Leper Colony,Those of the Morbid Review,Death Metal,1.5
Diatheke,…And the Word Was God Review,"Melodic Death Metal, Metalcore, Progressive Death",1.5
Arkaist,Aube Noir Review,Black Metal,1.5
Scare,"In the End, Was It Worth It? Review",Sludge Metal,1.5
The 7th Guild,Triumviro Review,"Power Metal, Symphonic Metal",1.5
Mad Parish,The Dust of Forever Review,"Hard Rock, Heavy Metal, Progressive Rock",1.5
Xenotheory,Blissful Death Review,"Deathcore, Slam",1.5
Deathrite,Flames Licking Fever Review,"Black Metal, Death Metal, Punk",1.5
Crypt of Reason,Stargazer Review,Doom Metal,1.5
Verni,Dreadful Company Review,"Hard Rock, Punk",1.5
Soulbound,obsYdian Review,"Electronic Metal, Gothic Metal, Industrial Metal, Pop Metal, Synthwave",1.5
Sabïre,JÄTT Review,"Glam Metal, Heavy Metal",1.5
Axel Rudi Pell,Risen Symbol Review,"Hard Rock, Heavy Metal",1.5
Svneatr,Never Return Review,"Black Metal, Industrial Metal, Melodic Black Metal",1.5
Evildead,Toxic Grace Review,Thrash Metal,1.5
Six Feet Under,Killing For Revenge Review,"Death Metal, Groove Metal",1.5
Idiot Robot,Anti Pop Culture Review,,1.5
Far Beyond,The End of My Road Review,Melodic Death Metal,1.5
Uncomfortable Knowledge,Lifeline Review,"Post-Grunge, Post-Hardcore, Post-Metal, Sludge",1.5
Secret Rule,Uninverse Review,"Power Metal, Symphonic Metal",1.5
Neurectomy,Overwrought Review,Technical Death Metal,1.5
Inver,On This Earth Review,Gothic Metal,1.5
Tariot,Drag Me to Hell Review,"Electronic, Metalcore, Nu Metal, Post-Hardcore",1.5
Skiltron,Bruadarach Review,,1.5
Cardinals Folly,Live by the Sword Review,Doom Metal,1.5
Myrkur,Spine Review,"Black Metal, Folk, Folk Metal, Rock",1.5
Kadaverficker,Superkiller (A Musical Journey Between Life and Death) Review,"Death Metal, Hard Rock, Punk",1.5
Shade Empire,Sunholy Review,"Black Metal, Symphonic Metal",1.5
Till the Dirt,Outside the Spiral Review,"Death Metal, Nu Metal",1.5
Wooden Throne,Eternal Wanderer of the Night Sky Review,"Black Metal, Doom Metal",1.5
Dun Ringill,150 – Where the Old Gods Play – Act 1 Review,"Doom Metal, Folk Metal",1.5
Progenitor,Eldritch Supremacy Review,"Black Metal, Death Metal",1.5
Signs of the Swarm,Amongst the Low & Empty Review,Deathcore,1.5
Eternity,Mundicide Review,Black Metal,1.5
Artificial Sun,The Giants Collapse Review,"Djent, Groove Metal, Metalcore, Nu Metal, Progressive Metal",1.5
The Modern Age Slavery,1901 | The First Mother Review,"Death Metal, Deathcore",1.5
Fatuous Rump,I Am at Your Disposal Review,"Death Metal, Slam",1.5
Läjä Äijälä & Albert Witchfinder,Ordeal and Triumph Review,"Drone, Electronic, Noise",1.5
Old Spirit,Burning in Heaven Review,Heavy Metal,1.5
Oceanhoarse,Heads Will Roll Review,"Groove Metal, Heavy Metal, Metalcore",1.5
Lüger,Revelations of the Sacred Skull Review,"Black Metal, Speed Metal",1.5
Veilcaste,Precipice Review,"Doom Metal, Sludge, Stoner Metal",1.5
Ominous Scriptures,Rituals of Mass Self-Ignition,"Blackened Death Metal, Death Metal",1.5
Obelyskkh,The Ultimate Grace of God Review,"Crust Punk, Post-Metal, Sludge Metal",1.5
Autumn’s Child,Starflower Review,Pop Metal,1.5
Mask of Prospero,Hiraeth Review,"Djent, Metalcore, Progressive Metal",1.5
Rigor Sardonicous,Praeparet Bellum Review,Death Doom,1.5
Dismal,Via Entis Review,"Classical, Gothic Metal",1.5
A Cherdmas Carol: Brojob,"A Very Deathcore Christmas, Archeopteryx – A Very Blackened Christmas, and One Hell of a Christmas – Horrific Holiday Music for the Jaded Masses, Vol 1 Reviews","Black Metal, Deathcore, Heavy Metal",1.5
Imperial Execration,Commanding Satan’s Crusades Review,"Death Metal, Slam",1.5
Bunsenburner,Poise Review,Ambient Metal,1.5
Stabbing,Extirpated Mortal Process Review,"Death Metal, Slam",1.5
Cassius King,Dread the Dawn Review,"Heavy Metal, Stoner Metal",1.5
Hadopelagyal,Nereidean Seismic End Review,"Ambient Metal, Black Metal, Death Metal",1.5
Blood of Indigo,Dawn of the Shaded World Review,Gothic Metal,1.5
Daidalos,The Expedition Review,"Black Metal, Epic Metal",1.5
Shuriken Cadaveric Entwinement,Constructing the Cataclysm Review,Death Metal,1.5
Grigorien,Magtens Evangelium Review,Black Metal,1.5
Ophe,Somnium Nocte Mendaciis Review,"Black Metal, Post-Metal",1.5
Egregore,The Word of His Law Review,"Black Metal, Death Metal",1.5
Theigns & Thralls,Theigns & Thralls Review,"Folk, Folk Metal",1.5
Vermörd,Nostalgic Predictions Review,Black Metal,1.5
Slob,Deepwoods Shack of Sodomy Review,,1.5
Depleted Uranium,Origins Review,"Mathcore, Powerviolence",1.5
The Risen Dread,Night Hag Review,"Metalcore, Thrash Metal",1.5
Avskräde,Det stora tunga sjuka Review,Black Metal,1.5
Dead Space Chamber Music,The Black Hours Review,Folk Metal,1.5
Lynx,Watcher of Skies Review,"Hard Rock, Heavy Metal",1.5
Hex A.D.,Funeral Tango for Gods & Men Review,Doom Metal,1.5
Siren’s Rain,Rise Forth Review,"Folk Metal, Heavy Metal",1.5
Cosmic Burial,…to the Past Review,"Atmospheric Black Metal, Black Metal",1.5
Trance of the Undead,Chalice of Disease Review,"Black Metal, Blackened Death Metal, Death Metal",1.5
Never End,The Cold and the Craving Review,"Groove Metal, Metalcore",1.5
Nothing Noble,Modern Dismay Review,"Djent, Metalcore",1.5
Agrypnie,Metamorphosis Review,"Black Metal, Blackened Death Metal, Gothic Metal, Melodic Death Metal",1.5
Inhuman Architects,Paradoxus Review,"Deathcore, Technical Death Metal",1.5
Tommy Concrete,Hexenzirkel Review,"Experimental Metal, Progressive Metal",1.5
Nadja,Luminous Rot Review,"Industrial Metal, post-punk, Shoegaze, Sludge Metal",1.5
Crawling Manifest,Radical Absolution Review,"Groove Metal, Thrash Metal",1.5
Kosmodemonic,Liminal Light Review,Black Metal,1.5
Plasmodium,Towers of Silence Review,"Black Metal, Death Metal",1.5
Non Serviam,Le Coeur Bat Review,Black Metal,1.5
Pathfinders,Ares Vallis Review,"Groove Metal, Metalcore",1.5
Alexander,I Review,,1.5
Ghostly Aerie Coven,Bird of Prey Review,Black Metal,1.5
Dreamslain,Tales of Knights and Distant Worlds Review,"Epic Metal, Progressive Metal",1.5
Trillionaire,Romulus Review,Hard Rock,1.5
Schemer Heer,"The Dragon, His Angels and the Exaltation of Death Review","Ambient, Black Metal, Dungeon Synth, Non-metal Metal Things",1.5
Vajra,Irkalla Review,"Dark Rock, Industrial Metal",1.5
Winterage,The Inheritance of Beauty Review,,1.5
Nicarus,Coal People Coal Puppets Review,Doom Metal,1.5
Transilvania,Of Sleep and Death Review,"Black Metal, Folk Metal, Melodic Black Metal, Thrash Metal",1.5
Schaffer/Barlow Project,Winter Nights Review,"Heavy Metal, Power Metal",1.5
White Magician,Dealers of Divinity Review,"Heavy Metal, Retro Metal",1.5
Ysgaroth,Storm Over a Black Sea Review,"Black Metal, Death Metal, Hardcore, Sludge Metal, Technical Death Metal, Thrash Metal",1.5
Transcendence,Towards Obscurities Beyond Review,"Black Metal, Death Metal",1.5
Aborted Fetus,Pyramids of Damnation Review,Death Metal,1.5
Night Laser,Power to Power Review,"Glam Metal, Hair Metal, Heavy Metal, Power Metal",1.5
Season of Dreams,My Shelter Review,"Power Metal, Progressive Metal, Symphonic Metal",1.5
The Vice,White Teeth Rebellion Review,Hard Rock,1.5
Scars,Predatory Review,Thrash Metal,1.5
The Lightbringer,From The Void To Existence EP Review,"Black Metal, Doom Metal, Gothic Metal, Power Metal",1.5
Saints of Death,Ascend to the Throne Review,"Groove Metal, Melodic Death Metal",1.5
Dead Carnage,From Hell for Hate Review,Death Metal,1.5
Sxuperion,Omniscient Pulse Review,"Atmospheric Black Metal, Black Metal, Blackened Death Metal, Death Metal, Industrial Metal",1.5
[Evertrapped],The Last Extinction Review,Melodic Death Metal,1.5
Atavistia,The Winter Way Review,Melodic Death Metal,1.5
Solar Flare,Solar Flare Review,"Heavy Metal, Power Metal",1.5
Walking Rumor,Symbiosis Review,Nu Metal,1.5
Grand Massive,4 Review,"Groove Metal, Stoner Metal, Thrash Metal",1.5
Holden,Ursa Minor Review,"Post-Metal, Sludge",1.5
Psy:code,Persona Review,Industrial Metal,1.5
BRUCEXCAMPBELL,South to No Life Review,,1.5
Megatherium,God Review,"Doom Metal, Sludge, Stoner Metal",1.5
Enzo and the Glory Ensemble,In the Name of the World Spirit Review,Progressive Metal,1.5
Monolith,No Saints No Solace Review,"Deathcore, Djent",1.5
Tulus,Old Old Death Review,"Black Metal, Thrash Metal",1.5
Demons & Wizards,III Review,Power Metal,1.5
Thokkian Vortex,Thy Throne is Mine Review,Black Metal,1.5
Secret Rule,Against Review,"Heavy Metal, Rock",1.5
Isle of the Cross,Excelsis Review,"Symphonic Metal, Technical Death Metal",1.5
TerrifianT,Terrifiant Review,"Heavy Metal, Speed Metal",1.5
Suicide Silence,Become the Hunter Review,"Death Metal, Deathcore",1.5
Luca Sellitto,The Voice Within Review,Power Metal,1.5
Blosse,Nocturne Review,"Ambient Metal, Black Metal",1.5
Öxxö Xööx,Ÿ Review,"Doom Metal, Gothic Metal",1.5
Coronatus,The Eminence of Nature Review,Symphonic Metal,1.5
Black Beast,Nocturnal Bloodlust Review,Black Metal,1.5
Somehow Jo,Tusk Review,Alt-Metal,1.5
Örnatorpet,Vid Himinsenda Review,"Black Metal, Dungeon Synth, Folk",1.5
The Wizards of Winter,The Christmas Dream Review,"Hard Rock, Melodic Metal, Power Metal, Progressive Rock, Symphonic Metal",1.5
Denial of God,The Hallow Mass Review,Black Metal,1.5
Stomachal Corrosion,Stomachal Corrosion Review,,1.5
Dödfödd,Stigma Review,Black Metal,1.5
Wömit Angel,Under Sadistic Pressure Review,Black Metal,1.5
Transport League,A Million Volt Scream Review,"Hard Rock, Sludge",1.5
Sonata Arctica,Talviyö Review,"Power Metal, Progressive Metal",1.5
Armata,Destiny Awaits Review,Thrash Metal,1.5
Life Right Now,Avant Garde Review,"Emo, Metalcore, Nu Metal, Pop Metal",1.5
Damn Your Eyes,Kill the Outside Review,"Groove Metal, Hard Rock",1.5
Licence,N.2.O.2.R Review,"Glam Metal, Hard Rock, Heavy Metal",1.5
Dead Frog,Burning Bridges Review,"Progressive Metal, Progressive Rock",1.5
Akantha,Baptism in Psychical Analects Review,Black Metal,1.5
Aphrodite,Lust and War Review,"Heavy Metal, Speed Metal",1.5
Floating Worlds,Battleship Oceania Review,"Power Metal, Progressive Metal",1.5
Mystik,Mystik Review,Speed Metal,1.5
For All I Care,Forever and a Day Review,"Metalcore, Post-Hardcore",1.5
Filtheater,Blight of Sempiternal Putrefaction Review,Death Metal,1.5
Óreiða,Óreiða Review,Atmospheric Black Metal,1.5
Jordan Rudess,Wired for Madness Review,Progressive Metal,1.5
Mist of Misery,Unalterable Review,Black Metal,1.5
Cultic,High Command Review,"Death Metal, Doom Metal",1.5
Parallel Minds,Every Hour Wounds… The Last One Kills Review,"Groove Metal, Power Metal, Progressive Metal",1.5
Stahlmann,Kinder der Sehnsucht Review,Industrial Metal,1.5
Our Survival Depends on Us,Melting the Ice in the Hearts of Men Review,Doom Metal,1.5
Down to the Bunker,Misery Review,"Alt-Metal, Hardcore",1.5
Imperia,Flames of Eternity Review,Power Metal,1.5
Rotting Christ,The Heretics Review,Black Metal,1.5
Epitimia,Thread Review,"Black Metal, Folk",1.5
Within Temptation,Resist Review,Symphonic Metal,1.5
Lions’den,Songbird Review,"Electronica Metal, Instrumental Metal",1.5
